turbine_id,source,feature,grid_id,distance_km,distance_rank,is_nearest_grid,n_overlap_speed,l3_root_ms,mae_ms,rmse_ms,bias_nwp_minus_scada_ms,correlation,scada_mean_ms,nwp_mean_ms,scada_p90_ms,nwp_p90_ms,strong_wind_count,strong_wind_l3_root_ms,overall_rank,source_rank,n_overlap_direction,circular_mae_deg,circular_p90_abs_error_deg,mean_cosine_agreement,estimated_scada_offset_deg,offset_corrected_circular_mae_deg,offset_corrected_mean_cosine_agreement,raw_direction_rank,offset_corrected_direction_rank
vestas_wtg01,ldaps,50m_component_extreme_proxy,3,3.3626743244851878,14,False,26303,3.577678323655964,2.1362135411158474,2.8492106350293422,0.8624005086850282,0.7827457516615723,7.04791507305884,7.910315581743869,12.1631,14.11828150431168,5750,3.705647943352644,19.0,19.0,26303,31.607123624636284,73.26515065975879,0.7541715420229547,-1.0185793363057838,31.433760355714764,0.7542907325654371,36.0,38.0
vestas_wtg01,ldaps,5m_boundary_layer,3,3.3626743244851878,14,False,26303,8.500990675680931,6.8719081139158,7.747297664082039,-6.869490601336676,0.39900320919582954,7.04791507305884,0.17842447172216305,12.1631,0.43360659949494545,5750,12.455098860375196,103.0,58.0,26303,63.81219461196034,122.4120963120985,0.37211021575251124,24.63272776064692,60.00483516104717,0.40936299400456044,123.0,123.0
vestas_wtg01,ldaps,10m,4,2.3162207420987126,6,False,26303,4.906094682816521,3.2807805977174946,4.200631316358291,-2.845978068081761,0.5530095064396703,7.04791507305884,4.201937004977079,12.1631,7.78808680209462,5750,7.11241999347514,53.0,47.0,26303,34.4726416520502,82.48123721817767,0.7217531433578858,7.4922200516640585,34.725162021285456,0.7279681159489158,59.0,64.0
vestas_wtg01,ldaps,50m_midpoint,4,2.3162207420987126,6,False,26303,4.184956417575854,2.8578383644226255,3.58224680464706,-0.9942135865927343,0.5698458408612181,7.04791507305884,6.053701486466105,12.1631,11.43802651989385,5750,5.441190705223991,41.0,41.0,26303,31.46382252469479,73.94989687194916,0.7557413655910044,5.493631273368951,31.722188835963422,0.759228619579915,33.0,42.0
vestas_wtg01,ldaps,50m_component_extreme_proxy,4,2.3162207420987126,6,False,26303,4.206973876797315,2.9017252618822793,3.60742425547329,-0.3240862342633516,0.5469578959511001,7.04791507305884,6.723828838795489,12.1631,12.201449589487241,5750,5.210484547014206,42.0,42.0,26303,31.834168123923483,74.90083587101624,0.7516643018327459,6.245950095418742,31.951541246865403,0.7561528014945343,40.0,46.0
vestas_wtg01,ldaps,5m_boundary_layer,4,2.3162207420987126,6,False,26303,8.518981949338096,6.879407497653645,7.7602455221549995,-6.876805854108891,0.3415966715836032,7.04791507305884,0.17110921894994907,12.1631,0.4175892619987292,5750,12.490267538663206,105.0,60.0,26303,62.23362522999148,122.3129784545779,0.3950157307100496,45.143438355190824,47.870328352696255,0.5600404024722216,119.0,89.0
vestas_wtg01,ldaps,10m,5,1.013523300244693,2,False,26303,4.146247119307049,2.747257663424607,3.529869299413716,-2.268479350883278,0.6759769093699669,7.04791507305884,4.7794357221755615,12.1631,8.221121974330785,5750,6.06541359753615,40.0,40.0,26303,30.73694944421791,71.90936392782224,0.7620721548283802,3.6797986746786595,30.97346718212032,0.7636465580466577,19.0,33.0
vestas_wtg01,ldaps,50m_midpoint,5,1.013523300244693,2,False,26303,3.597473327776923,2.4080043843527874,3.0300521584563858,-0.15032577032685374,0.6768299414332163,7.04791507305884,6.897589302731985,12.1631,12.268756540672076,5750,4.271117210977657,20.0,20.0,26303,29.864217916234765,69.52510813129972,0.7705824846299414,3.05565326144716,30.114702763201173,0.7716796370982228,7.0,14.0
vestas_wtg01,ldaps,50m_component_extreme_proxy,5,1.013523300244693,2,False,26303,3.8501750105564976,2.5489123470923274,3.2176451343893056,0.5057404994237005,0.65370442548726,7.04791507305884,7.5536555724825405,12.1631,13.095776863969213,5750,4.308440335858908,35.0,35.0,26303,30.202504536776107,70.86298899698842,0.7666496898732605,3.813208010699241,30.401891792788405,0.7683506922167227,11.0,21.0
vestas_wtg01,ldaps,5m_boundary_layer,5,1.013523300244693,2,False,26303,8.465225358117033,6.837122885411481,7.711458232252448,-6.834054092154546,0.3812186035000972,7.04791507305884,0.2138609809042938,12.1631,0.4998037827264738,5750,12.408032343227873,97.0,52.0,26303,64.22155663573025,121.2720717943133,0.37211090437227173,48.84608509287033,47.32205211439424,0.5654458622662009,124.0,87.0
vestas_wtg01,ldaps,10m,6,1.1840654789553946,4,False,26303,3.551146400640109,2.387823790048834,3.025767196948159,-1.9566869445510642,0.7831557193894567,7.04791507305884,5.091228128507775,12.1631,8.62021432908543,5750,5.125129607582102,17.0,17.0,26303,30.166267337254975,69.68349562003806,0.7667403833574223,1.2093425061980023,30.30476673393139,0.766911208714372,9.0,18.0
vestas_wtg01,ldaps,50m_midpoint,6,1.1840654789553946,4,False,26303,3.342575653558774,2.0086462681252275,2.66922122819331,0.47821069658877885,0.7775777161745981,7.04791507305884,7.526125769647619,12.1631,13.226485027199233,5750,3.5013002827002335,6.0,6.0,26303,29.590100127995143,68.16274483921359,0.7727347547488694,1.1779404184838858,29.748774253760203,0.7728980893980588,2.0,4.0
vestas_wtg01,ldaps,50m_component_extreme_proxy,6,1.1840654789553946,4,False,26303,3.7404939970504603,2.2208000466519895,2.9752183685282665,1.1390806154341304,0.7599221437026774,7.04791507305884,8.18699568849297,12.1631,14.011970115283498,5750,3.858326098929705,30.0,30.0,26303,29.793110710592902,69.47761768627628,0.7695380215013451,1.7909804032444747,29.979059134495703,0.7699141301628388,3.0,9.0
vestas_wtg01,ldaps,5m_boundary_layer,6,1.1840654789553946,4,False,26303,8.440375846749825,6.8195209209916845,7.689703753367336,-6.81632590826885,0.40962138627498823,7.04791507305884,0.2315891647899904,12.1631,0.5268493682416847,5750,12.367984040894926,95.0,50.0,26303,64.63161056696048,121.20414723399186,0.36647150472842865,47.0881375004249,49.497145199231916,0.5382380608188888,125.0,91.0
vestas_wtg01,ldaps,10m,7,2.5552699629489446,12,False,26303,3.4433034988675386,2.366929238174751,2.9544756638459613,-1.9972102946735806,0.8077461841882911,7.04791507305884,5.050704778385259,12.1631,8.95635107550458,5750,4.7974842223613186,11.0,11.0,26303,31.111630261903684,71.22293603122175,0.7592755906367201,-1.0349957296842949,30.9119289980272,0.7593994875097188,28.0,29.0
vestas_wtg01,ldaps,50m_midpoint,7,2.5552699629489446,12,False,26303,3.380962446401114,2.005388573284113,2.6859405579339,0.632552062702007,0.8095491420759001,7.04791507305884,7.680467135760846,12.1631,13.98371676871964,5750,3.4714944489171513,10.0,10.0,26303,30.183149570132432,68.89033750147138,0.7686178570029669,-0.4014690134923243,30.101330473412226,0.7686367259713077,10.0,13.0
vestas_wtg01,ldaps,50m_component_extreme_proxy,7,2.5552699629489446,12,False,26303,3.77893279230165,2.2330135250420438,3.004213264831774,1.319870877666753,0.7969480082911615,7.04791507305884,8.367785950725592,12.1631,14.694527596664324,5750,3.892666034971644,32.0,32.0,26303,30.27705738088336,69.89966974332805,0.7661269743980248,0.040773055820313896,30.284291171720106,0.7661271683847932,13.0,17.0
vestas_wtg01,ldaps,5m_boundary_layer,7,2.5552699629489446,12,False,26303,8.469294805851066,6.841968222394547,7.71610016572078,-6.83902915179757,0.3887233074069094,7.04791507305884,0.20888592126126898,12.1631,0.4892589602965874,5750,12.410821330894953,98.0,53.0,26303,63.20394887119789,120.16121257831166,0.38309604897792165,36.793740974612035,54.43832764080082,0.47839357890433637,122.0,107.0
vestas_wtg01,ldaps,10m,8,4.049995572633745,16,False,26303,3.4702472157961166,2.4053500461104598,2.9871364677470327,-2.0372360721018525,0.8035546179267138,7.04791507305884,5.010679000956987,12.1631,9.291287315506425,5750,4.682944182320024,14.0,14.0,26303,32.89282844849063,75.51964105415854,0.7457763929175023,-2.7432900511350264,32.215313726210674,0.7466320344328254,52.0,49.0
