variant,group,pred_year,mse,rmse,mae,bias,metric_mse,metric_rmse,metric_mae,metric_bias,score,nmae,ficr,pred_min_ratio,pred_max_ratio,n
share_a050_fixed_50_15_35,kpx_group_1,2023,0.0286404451589561,0.16923488162597006,0.13956835292054132,0.06733946576998562,0.02814446799358197,0.16776313061451248,0.12603877857369175,0.011225134577065103,0.6363114022092861,0.12603877857369175,0.3986615829922639,0.14657326997470632,0.9719780873414597,8757
share_a050_pinn_raw,kpx_group_1,2024,0.023679086713281033,0.15388010499502863,0.10804028561571109,0.041750112849356334,0.023933532357370727,0.1547046617182906,0.11683201282391976,0.001065989189212842,0.6512899564026958,0.11683201282391976,0.41941192562931134,0.008678441064814814,0.9578878564814816,8778
share_a050_pinn_floor20,kpx_group_1,2024,0.033880523010913585,0.18406662655384756,0.15194963332900854,0.09408746939539506,0.02304455311108007,0.151804325073695,0.1156494530139455,0.01384266307422626,0.6547404200051287,0.1156494530139455,0.42513029302420274,0.2,0.9578878564814816,8778
share_a050_fixed_50_15_35,kpx_group_1,2024,0.029702963917449133,0.17234547837831177,0.14021795948843463,0.08316228387152999,0.021393156654778686,0.1462639964406097,0.11125657979470822,0.010868782527682953,0.6626135945671783,0.11125657979470822,0.43648376892906476,0.1452333078234628,0.9569101463228473,8778
share_a050_pinn_raw,kpx_group_2,2022,0.02387504751201916,0.15451552514883143,0.1113192913605709,0.042101368907658025,0.028953100467616406,0.17015610617199844,0.12611082850174293,0.01682778259513889,0.6600662887788167,0.12611082850174293,0.44624340605937635,0.013009220242129629,0.9371793009259259,8664
share_a050_pinn_floor20,kpx_group_2,2022,0.03218870969458844,0.179412122485044,0.14873724727640558,0.08934225225892155,0.027651823695441887,0.16628837510614472,0.12389832115110974,0.029303057027675654,0.6638621765175742,0.12389832115110974,0.4516226741862581,0.2,0.9371793009259259,8664
share_a050_fixed_50_15_35,kpx_group_2,2022,0.02783894949602735,0.16685008089907344,0.1368798305992678,0.0751751356347065,0.025813506270199932,0.16066582172384994,0.12012541563324514,0.021851614682333535,0.6686471207508884,0.12012541563324514,0.4574196571350221,0.14232625902617002,0.944698748159005,8664
share_a050_pinn_raw,kpx_group_2,2023,0.02498632964890539,0.1580706476513125,0.11474509659929355,0.053517684620538686,0.030752713135157497,0.1753645150398378,0.1285051097282812,0.031221967837815806,0.6577254512389348,0.1285051097282812,0.4439560122061508,0.015678549398148146,0.9432748287037037,8758
share_a050_pinn_floor20,kpx_group_2,2023,0.03339707173597448,0.1827486572754352,0.15042780099179162,0.09666054850041868,0.03014896708152202,0.17363457916418037,0.12807853209642553,0.042054857028934765,0.6586960912436859,0.12807853209642553,0.4454707145837973,0.2,0.9432748287037037,8758
share_a050_fixed_50_15_35,kpx_group_2,2023,0.030392500948268127,0.1743344514095482,0.14208551948373438,0.08853331730421869,0.029323469511202425,0.1712409691376524,0.12677193241865944,0.041092322135831846,0.6589847394145656,0.12677193241865944,0.44474141124779065,0.1390406830076331,0.9473980694059655,8758
share_a050_pinn_raw,kpx_group_2,2024,0.02675995552505329,0.1635847044348991,0.11410704910656756,0.06902652199139958,0.02842790080312207,0.16860575554565765,0.12106952903846797,0.04217802502652547,0.6789881608168771,0.12106952903846797,0.4790458506722223,0.01109782324074074,0.9354951620370371,8778
share_a050_pinn_floor20,kpx_group_2,2024,0.03694969656006044,0.19222303857774292,0.15583647134682246,0.11691619420563192,0.02801531475216515,0.1673777606259719,0.12110713603379554,0.052449139099436555,0.6791939603999071,0.12110713603379554,0.4794950568336096,0.2,0.9354951620370371,8778
share_a050_fixed_50_15_35,kpx_group_2,2024,0.03256886143587263,0.18046844997359685,0.14471868362982937,0.10393253399525101,0.02616182484303975,0.1617461741218003,0.11688741286449549,0.044937890860410154,0.6856542530717187,0.11688741286449549,0.48819591900793285,0.1493105020227967,0.9404068530670362,8778
